P1 Action,P2 Action,P1 Type,P2 Type,Winner,P1 Net Dmg,P2 Net Dmg,Mom Shift,Note
Suplex,Evading Dance,OFF,DEF,P1,3,0,2,
Suplex,Final Strike,OFF,OFF,P1,3,15,3,
Suplex,Flying Kick,OFF,OFF,P2,3,1,1,
Suplex,Go with the Flow,OFF,OFF,SPEED_TIE,3,0,3,
Suplex,Grab,OFF,OFF,P2,3,0,3,
Suplex,Hand Catch,OFF,DEF,P1,2,0,3,
Suplex,Haymaker,OFF,OFF,SPEED_TIE,3,2,0,
Suplex,Headbutt,OFF,OFF,P2,3,0,3,
Suplex,100 Hand Slap,OFF,OFF,P2,3,4,-1,
Suplex,Immovable Stance,OFF,DEF,P1,1,0,1,
Suplex,Inner Peace,OFF,OFF,P2,3,0,3,
Suplex,Knee Crush,OFF,OFF,SPEED_TIE,3,1,-1,
Suplex,Lariat,OFF,OFF,P2,3,3,1,
Suplex,Leg Sweep,OFF,DEF,P1,3,0,3,
Suplex,Master Block,OFF,DEF,P1,0,0,3,
Suplex,Master Dodge,OFF,DEF,P1,3,0,2,
Suplex,Master Heavy,OFF,OFF,P1,3,3,0,
Suplex,Master Light,OFF,OFF,SPEED_TIE,3,2,1,
Suplex,Master Parry,OFF,DEF,P1,3,0,0,
Suplex,Master Positioning,OFF,OFF,P2,3,0,3,
Suplex,Master Reversal,OFF,DEF,P1,3,0,1,
Suplex,Master Tech,OFF,OFF,SPEED_TIE,3,2,3,
Suplex,One-Two,OFF,OFF,P2,3,1,2,
Suplex,Overwhelming Aura,OFF,OFF,P2,3,5,3,
Suplex,Parry Follow-up,OFF,DEF,P1,3,0,0,
Suplex,Perfect Block,OFF,DEF,P1,0,0,3,
Suplex,Perfect Strike,OFF,OFF,SPEED_TIE,3,3,2,
Suplex,Precise Strike,OFF,OFF,P2,3,1,2,
Suplex,Preparation,OFF,OFF,P2,3,0,3,
Suplex,Prime,OFF,DEF,P1,2,0,3,
Suplex,Pummel,OFF,OFF,P2,3,0,1,
Suplex,Push,OFF,OFF,P2,3,0,2,
Suplex,Push Kick,OFF,DEF,P1,3,0,2,
Suplex,Quick Dodge,OFF,DEF,P1,3,0,3,
Suplex,Read Defence,OFF,OFF,P2,3,0,3,
Suplex,Read Offence,OFF,DEF,P1,3,0,3,
Suplex,Redirect,OFF,DEF,P1,3,0,0,
Suplex,Resounding Counter,OFF,DEF,P1,3,2,1,
Suplex,Resounding Parry,OFF,DEF,P1,3,0,0,
Suplex,Retreating Defence,OFF,DEF,P1,3,0,0,
Suplex,Roll Punch,OFF,OFF,P2,3,3,0,
Suplex,Roundhouse Kick,OFF,OFF,SPEED_TIE,3,3,1,
Suplex,Slapping Parry,OFF,DEF,P1,3,2,0,
Suplex,Slip Behind,OFF,DEF,P1,3,0,3,
Suplex,Step-up,OFF,OFF,P2,3,0,2,
Suplex,Strike Back,OFF,DEF,P1,3,0,3,
Suplex,Suplex,OFF,OFF,SPEED_TIE,3,3,0,
Suplex,Throw,OFF,OFF,P2,3,3,2,
Suplex,Tiring Parry,OFF,DEF,P1,3,0,0,
Suplex,Toppling Kick,OFF,DEF,P1,3,1,3,
Suplex,Twist Arm,OFF,OFF,P2,3,0,3,
Suplex,Ultimate Barrage,OFF,OFF,P2,3,10,-7,
Suplex,Unassailable Stance,OFF,OFF,P2,3,0,3,
Suplex,Untouchable Dodge,OFF,DEF,P1,3,0,3,
Suplex,Uppercut,OFF,OFF,P2,3,0,0,
Suplex,Vital Point Assault,OFF,OFF,P2,3,4,3,
Suplex,Vital Strike,OFF,OFF,SPEED_TIE,3,2,3,
Suplex,Weave,OFF,DEF,P1,3,0,3,
Suplex,Wind-up,OFF,DEF,P1,3,1,1,
Throw,Active Block,OFF,DEF,P1,2,0,0,
Throw,Adept Block,OFF,DEF,P1,1,0,1,
Throw,Adept Dodge,OFF,DEF,P1,0,0,1,
Throw,Adept Heavy,OFF,OFF,SPEED_TIE,3,2,-2,
Throw,Adept Light,OFF,OFF,P2,3,2,0,
Throw,Adept Parry,OFF,DEF,P1,3,0,0,
Throw,Adept Positioning,OFF,OFF,P2,3,0,1,
Throw,Adept Reversal,OFF,DEF,P1,3,0,0,
Throw,Adept Tech,OFF,OFF,SPEED_TIE,3,1,1,
Throw,Adjust Stance,OFF,OFF,P2,3,0,1,
Throw,Advancing Parry,OFF,DEF,P1,3,0,0,
Throw,Basic Block,OFF,DEF,P1,2,0,1,
Throw,Basic Dodge,OFF,DEF,P1,0,0,1,
Throw,Basic Heavy,OFF,OFF,P1,3,3,-2,
Throw,Basic Light,OFF,OFF,P2,3,1,1,
Throw,Basic Parry,OFF,DEF,P1,3,0,0,
Throw,Basic Positioning,OFF,OFF,P2,3,0,1,
Throw,Basic Reversal,OFF,DEF,P1,3,0,1,
Throw,Basic Technical,OFF,OFF,SPEED_TIE,3,1,0,
Throw,Breakout,OFF,DEF,P1,2,0,0,
Throw,Catch,OFF,DEF,P1,1,0,1,
Throw,Counter Strike,OFF,DEF,P1,3,1,0,
Throw,Crushing Block,OFF,DEF,P1,1,1,1,
Throw,Discombobulate,OFF,OFF,P2,3,1,1,
Throw,Draining Defence,OFF,DEF,P1,2,0,1,
Throw,Drop Kick,OFF,OFF,SPEED_TIE,3,4,1,
Throw,Drop Prone,OFF,DEF,P1,0,0,1,
Throw,Drop Punch,OFF,DEF,P1,2,3,1,
Throw,Elbow Block,OFF,DEF,P1,1,1,1,
Throw,Evading Dance,OFF,DEF,P1,0,0,0,
Throw,Final Strike,OFF,OFF,P1,3,15,1,
Throw,Flying Kick,OFF,OFF,SPEED_TIE,3,1,-1,
Throw,Go with the Flow,OFF,OFF,P1,3,0,1,
Throw,Grab,OFF,OFF,P2,3,0,1,
Throw,Hand Catch,OFF,DEF,P1,2,0,1,
Throw,Haymaker,OFF,OFF,P1,3,2,-2,
Throw,Headbutt,OFF,OFF,P2,3,0,1,
Throw,100 Hand Slap,OFF,OFF,P2,3,4,-3,
Throw,Immovable Stance,OFF,DEF,P1,1,0,-1,
Throw,Inner Peace,OFF,OFF,P2,3,0,1,
Throw,Knee Crush,OFF,OFF,P1,3,1,-3,
Throw,Lariat,OFF,OFF,SPEED_TIE,3,3,-1,
Throw,Leg Sweep,OFF,DEF,P1,3,0,1,
Throw,Master Block,OFF,DEF,P1,0,0,1,
Throw,Master Dodge,OFF,DEF,P1,0,0,0,
Throw,Master Heavy,OFF,OFF,P1,3,3,-2,
Throw,Master Light,OFF,OFF,P1,3,2,-1,
Throw,Master Parry,OFF,DEF,P1,3,0,0,
Throw,Master Positioning,OFF,OFF,P2,3,0,1,
Throw,Master Reversal,OFF,DEF,P1,3,0,-1,
Throw,Master Tech,OFF,OFF,P1,3,2,1,
Throw,One-Two,OFF,OFF,SPEED_TIE,3,1,0,
Throw,Overwhelming Aura,OFF,OFF,P2,3,5,1,
Throw,Parry Follow-up,OFF,DEF,P1,3,0,0,
Throw,Perfect Block,OFF,DEF,P1,0,0,1,
Throw,Perfect Strike,OFF,OFF,P1,3,3,0,
Throw,Precise Strike,OFF,OFF,SPEED_TIE,3,1,0,
Throw,Preparation,OFF,OFF,P2,3,0,1,
Throw,Prime,OFF,DEF,P1,2,0,1,
Throw,Pummel,OFF,OFF,P2,3,0,-1,
Throw,Push,OFF,OFF,P2,3,0,0,
Throw,Push Kick,OFF,DEF,P1,3,0,0,
Throw,Quick Dodge,OFF,DEF,P1,3,0,1,
Throw,Read Defence,OFF,OFF,SPEED_TIE,3,0,1,
Throw,Read Offence,OFF,DEF,P1,3,0,1,
Throw,Redirect,OFF,DEF,P1,3,0,0,
Throw,Resounding Counter,OFF,DEF,P1,3,2,-1,
Throw,Resounding Parry,OFF,DEF,P1,3,0,0,
Throw,Retreating Defence,OFF,DEF,P1,3,0,0,
Throw,Roll Punch,OFF,OFF,P2,3,3,-2,
Throw,Roundhouse Kick,OFF,OFF,P1,3,3,-1,
Throw,Slapping Parry,OFF,DEF,P1,3,2,0,
Throw,Slip Behind,OFF,DEF,P1,0,0,1,
Throw,Step-up,OFF,OFF,P2,3,0,0,
Throw,Strike Back,OFF,DEF,P1,3,0,1,
Throw,Suplex,OFF,OFF,P1,3,3,-2,
Throw,Throw,OFF,OFF,SPEED_TIE,3,3,0,
Throw,Tiring Parry,OFF,DEF,P1,3,0,0,
Throw,Toppling Kick,OFF,DEF,P1,3,1,1,
Throw,Twist Arm,OFF,OFF,P2,3,0,1,
Throw,Ultimate Barrage,OFF,OFF,P2,3,10,-9,
Throw,Unassailable Stance,OFF,OFF,P2,3,0,1,
Throw,Untouchable Dodge,OFF,DEF,P1,3,0,1,
Throw,Uppercut,OFF,OFF,P2,3,0,-2,
Throw,Vital Point Assault,OFF,OFF,SPEED_TIE,3,4,1,
Throw,Vital Strike,OFF,OFF,P1,3,2,1,
Throw,Weave,OFF,DEF,P1,3,0,1,
Throw,Wind-up,OFF,DEF,P1,3,1,-1,
Tiring Parry,Active Block,DEF,DEF,P2,0,0,0,
Tiring Parry,Adept Block,DEF,DEF,P2,0,0,0,
Tiring Parry,Adept Dodge,DEF,DEF,P1,0,0,0,
Tiring Parry,Adept Heavy,DEF,OFF,P2,0,2,0,
Tiring Parry,Adept Light,DEF,OFF,P2,0,2,0,
Tiring Parry,Adept Parry,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Adept Positioning,DEF,OFF,P2,0,0,0,
Tiring Parry,Adept Reversal,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Adept Tech,DEF,OFF,P2,0,1,0,
Tiring Parry,Adjust Stance,DEF,OFF,P2,0,0,0,
Tiring Parry,Advancing Parry,DEF,DEF,P1,0,0,0,
Tiring Parry,Basic Block,DEF,DEF,P2,0,0,0,
Tiring Parry,Basic Dodge,DEF,DEF,P1,0,0,0,
Tiring Parry,Basic Heavy,DEF,OFF,P2,0,3,0,
Tiring Parry,Basic Light,DEF,OFF,P2,0,1,0,
Tiring Parry,Basic Parry,DEF,DEF,P2,0,0,0,
Tiring Parry,Basic Positioning,DEF,OFF,P2,0,0,0,
Tiring Parry,Basic Reversal,DEF,DEF,P2,0,0,0,
Tiring Parry,Basic Technical,DEF,OFF,P2,0,1,0,
Tiring Parry,Breakout,DEF,DEF,P1,0,0,0,
Tiring Parry,Catch,DEF,DEF,P1,0,0,0,
Tiring Parry,Counter Strike,DEF,DEF,SPEED_TIE,0,1,0,
Tiring Parry,Crushing Block,DEF,DEF,SPEED_TIE,0,1,0,
Tiring Parry,Discombobulate,DEF,OFF,P2,0,1,0,
Tiring Parry,Draining Defence,DEF,DEF,P2,0,0,0,
Tiring Parry,Drop Kick,DEF,OFF,P2,0,4,0,
Tiring Parry,Drop Prone,DEF,DEF,P1,0,0,0,
Tiring Parry,Drop Punch,DEF,DEF,P1,0,3,0,
Tiring Parry,Elbow Block,DEF,DEF,SPEED_TIE,0,1,0,
Tiring Parry,Evading Dance,DEF,DEF,P1,0,0,0,
Tiring Parry,Final Strike,DEF,OFF,P2,0,15,0,
Tiring Parry,Flying Kick,DEF,OFF,P2,0,1,0,
Tiring Parry,Go with the Flow,DEF,OFF,P2,0,0,0,
Tiring Parry,Grab,DEF,OFF,P2,0,0,0,
Tiring Parry,Hand Catch,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Haymaker,DEF,OFF,P2,0,2,0,
Tiring Parry,Headbutt,DEF,OFF,P2,0,0,0,
Tiring Parry,100 Hand Slap,DEF,OFF,P2,0,4,-3,
Tiring Parry,Immovable Stance,DEF,DEF,P1,0,0,0,
Tiring Parry,Inner Peace,DEF,OFF,P2,0,0,0,
Tiring Parry,Knee Crush,DEF,OFF,P2,0,1,0,
Tiring Parry,Lariat,DEF,OFF,P2,0,3,0,
Tiring Parry,Leg Sweep,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Master Block,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Master Dodge,DEF,DEF,P1,0,0,0,
Tiring Parry,Master Heavy,DEF,OFF,P2,0,3,0,
Tiring Parry,Master Light,DEF,OFF,P2,0,2,0,
Tiring Parry,Master Parry,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Master Positioning,DEF,OFF,P2,0,0,0,
Tiring Parry,Master Reversal,DEF,DEF,P1,0,0,0,
Tiring Parry,Master Tech,DEF,OFF,P2,0,2,0,
Tiring Parry,One-Two,DEF,OFF,P2,0,1,0,
Tiring Parry,Overwhelming Aura,DEF,OFF,P2,0,5,0,
Tiring Parry,Parry Follow-up,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Perfect Block,DEF,DEF,P1,0,0,0,
Tiring Parry,Perfect Strike,DEF,OFF,P2,0,3,0,
Tiring Parry,Precise Strike,DEF,OFF,P2,0,1,0,
Tiring Parry,Preparation,DEF,OFF,P2,0,0,0,
Tiring Parry,Prime,DEF,DEF,P2,0,0,0,
Tiring Parry,Pummel,DEF,OFF,P2,0,0,-1,
Tiring Parry,Push,DEF,OFF,P2,0,0,0,
Tiring Parry,Push Kick,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Quick Dodge,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Read Defence,DEF,OFF,P2,0,0,0,
Tiring Parry,Read Offence,DEF,DEF,P1,0,0,0,
Tiring Parry,Redirect,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Resounding Counter,DEF,DEF,SPEED_TIE,0,2,0,
Tiring Parry,Resounding Parry,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Retreating Defence,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Roll Punch,DEF,OFF,P2,0,3,-2,
Tiring Parry,Roundhouse Kick,DEF,OFF,P2,0,3,0,
Tiring Parry,Slapping Parry,DEF,DEF,P2,0,2,0,
Tiring Parry,Slip Behind,DEF,DEF,P1,0,0,0,
Tiring Parry,Step-up,DEF,OFF,P2,0,0,0,
Tiring Parry,Strike Back,DEF,DEF,P2,0,0,0,
Tiring Parry,Suplex,DEF,OFF,P2,0,3,0,
Tiring Parry,Throw,DEF,OFF,P2,0,3,0,
Tiring Parry,Tiring Parry,DEF,DEF,SPEED_TIE,0,0,0,
Tiring Parry,Toppling Kick,DEF,DEF,P2,0,1,0,
Tiring Parry,Twist Arm,DEF,OFF,P2,0,0,0,
Tiring Parry,Ultimate Barrage,DEF,OFF,P2,0,10,-9,
Tiring Parry,Unassailable Stance,DEF,OFF,P2,0,0,0,
Tiring Parry,Untouchable Dodge,DEF,DEF,P1,0,0,0,
Tiring Parry,Uppercut,DEF,OFF,P2,0,0,0,
Tiring Parry,Vital Point Assault,DEF,OFF,P2,0,4,0,
Tiring Parry,Vital Strike,DEF,OFF,P2,0,2,0,
Tiring Parry,Weave,DEF,DEF,P2,0,0,0,
Tiring Parry,Wind-up,DEF,DEF,P1,0,1,0,
Toppling Kick,Active Block,DEF,DEF,SPEED_TIE,0,0,0,
Toppling Kick,Adept Block,DEF,DEF,SPEED_TIE,0,0,0,
Toppling Kick,Adept Dodge,DEF,DEF,P1,0,0,0,
Toppling Kick,Adept Heavy,DEF,OFF,P2,1,2,-3,
Toppling Kick,Adept Light,DEF,OFF,P2,1,2,-1,
Toppling Kick,Adept Parry,DEF,DEF,P1,1,0,0,
Toppling Kick,Adept Positioning,DEF,OFF,P2,1,0,0,
Toppling Kick,Adept Reversal,DEF,DEF,P1,1,0,-1,
Toppling Kick,Adept Tech,DEF,OFF,P2,1,1,0,
Toppling Kick,Adjust Stance,DEF,OFF,P2,1,0,0,
Toppling Kick,Advancing Parry,DEF,DEF,P1,0,0,0,
Toppling Kick,Basic Block,DEF,DEF,SPEED_TIE,0,0,0,
Toppling Kick,Basic Dodge,DEF,DEF,P1,0,0,0,
Toppling Kick,Basic Heavy,DEF,OFF,P2,1,3,-3,
Toppling Kick,Basic Light,DEF,OFF,P2,1,1,0,
Toppling Kick,Basic Parry,DEF,DEF,SPEED_TIE,1,0,0,
Toppling Kick,Basic Positioning,DEF,OFF,P2,1,0,0,
Toppling Kick,Basic Reversal,DEF,DEF,SPEED_TIE,1,0,0,
Toppling Kick,Basic Technical,DEF,OFF,P2,1,1,-1,
Toppling Kick,Breakout,DEF,DEF,P1,0,0,-1,
Toppling Kick,Catch,DEF,DEF,P1,0,0,0,
Toppling Kick,Counter Strike,DEF,DEF,P1,1,1,0,
Toppling Kick,Crushing Block,DEF,DEF,P1,0,1,0,
Toppling Kick,Discombobulate,DEF,OFF,P2,1,1,0,
Toppling Kick,Draining Defence,DEF,DEF,SPEED_TIE,0,0,0,
Toppling Kick,Drop Kick,DEF,OFF,P2,1,4,0,
Toppling Kick,Drop Prone,DEF,DEF,P1,0,0,0,
Toppling Kick,Drop Punch,DEF,DEF,P1,0,3,0,
Toppling Kick,Elbow Block,DEF,DEF,P1,0,1,0,
Toppling Kick,Evading Dance,DEF,DEF,P1,0,0,-1,
Toppling Kick,Final Strike,DEF,OFF,P2,1,15,0,
Toppling Kick,Flying Kick,DEF,OFF,P2,1,1,-2,
Toppling Kick,Go with the Flow,DEF,OFF,P2,1,0,0,
Toppling Kick,Grab,DEF,OFF,P2,1,0,0,
Toppling Kick,Hand Catch,DEF,DEF,P1,0,0,0,
Toppling Kick,Haymaker,DEF,OFF,P2,1,2,-3,
Toppling Kick,Headbutt,DEF,OFF,P2,1,0,0,
Toppling Kick,100 Hand Slap,DEF,OFF,P2,1,4,-4,
Toppling Kick,Immovable Stance,DEF,DEF,P1,0,0,-2,
Toppling Kick,Inner Peace,DEF,OFF,P2,1,0,0,
Toppling Kick,Knee Crush,DEF,OFF,P2,1,1,-4,
Toppling Kick,Lariat,DEF,OFF,P2,1,3,-2,
Toppling Kick,Leg Sweep,DEF,DEF,P1,1,0,0,
Toppling Kick,Master Block,DEF,DEF,P1,0,0,0,
Toppling Kick,Master Dodge,DEF,DEF,P1,0,0,-1,
Toppling Kick,Master Heavy,DEF,OFF,P2,1,3,-3,
Toppling Kick,Master Light,DEF,OFF,P2,1,2,-2,
Toppling Kick,Master Parry,DEF,DEF,P1,1,0,0,
Toppling Kick,Master Positioning,DEF,OFF,P2,1,0,0,
Toppling Kick,Master Reversal,DEF,DEF,P1,1,0,-2,
Toppling Kick,Master Tech,DEF,OFF,P2,1,2,0,
Toppling Kick,One-Two,DEF,OFF,P2,1,1,-1,
Toppling Kick,Overwhelming Aura,DEF,OFF,P2,1,5,0,
Toppling Kick,Parry Follow-up,DEF,DEF,P1,1,0,0,
Toppling Kick,Perfect Block,DEF,DEF,P1,0,0,0,
Toppling Kick,Perfect Strike,DEF,OFF,P2,1,3,-1,
Toppling Kick,Precise Strike,DEF,OFF,P2,1,1,-1,
Toppling Kick,Preparation,DEF,OFF,P2,1,0,0,
Toppling Kick,Prime,DEF,DEF,SPEED_TIE,0,0,0,
Toppling Kick,Pummel,DEF,OFF,P2,1,0,-2,
Toppling Kick,Push,DEF,OFF,P2,1,0,-1,
Toppling Kick,Push Kick,DEF,DEF,P1,1,0,-1,
Toppling Kick,Quick Dodge,DEF,DEF,P1,0,0,0,
Toppling Kick,Read Defence,DEF,OFF,P2,1,0,0,
Toppling Kick,Read Offence,DEF,DEF,P1,1,0,0,
Toppling Kick,Redirect,DEF,DEF,P1,1,0,0,
Toppling Kick,Resounding Counter,DEF,DEF,P1,1,2,-2,
Toppling Kick,Resounding Parry,DEF,DEF,P1,1,0,0,
Toppling Kick,Retreating Defence,DEF,DEF,P1,1,0,0,
Toppling Kick,Roll Punch,DEF,OFF,P2,1,3,-3,
Toppling Kick,Roundhouse Kick,DEF,OFF,P2,1,3,-2,
Toppling Kick,Slapping Parry,DEF,DEF,SPEED_TIE,1,2,0,
Toppling Kick,Slip Behind,DEF,DEF,P1,0,0,0,
Toppling Kick,Step-up,DEF,OFF,P2,1,0,-1,
Toppling Kick,Strike Back,DEF,DEF,SPEED_TIE,1,0,0,
Toppling Kick,Suplex,DEF,OFF,P2,1,3,-3,
Toppling Kick,Throw,DEF,OFF,P2,1,3,-1,
Toppling Kick,Tiring Parry,DEF,DEF,P1,1,0,0,
Toppling Kick,Toppling Kick,DEF,DEF,SPEED_TIE,1,1,0,
Toppling Kick,Twist Arm,DEF,OFF,P2,1,0,0,
Toppling Kick,Ultimate Barrage,DEF,OFF,P2,1,10,-10,
Toppling Kick,Unassailable Stance,DEF,OFF,P2,1,0,0,
Toppling Kick,Untouchable Dodge,DEF,DEF,P1,1,0,0,
Toppling Kick,Uppercut,DEF,OFF,P2,1,0,-3,
Toppling Kick,Vital Point Assault,DEF,OFF,P2,1,4,0,
Toppling Kick,Vital Strike,DEF,OFF,P2,1,2,0,
Toppling Kick,Weave,DEF,DEF,SPEED_TIE,0,0,0,
Toppling Kick,Wind-up,DEF,DEF,P1,1,1,-2,
Twist Arm,Active Block,OFF,DEF,P1,0,0,0,
Twist Arm,Adept Block,OFF,DEF,P1,0,0,0,
Twist Arm,Adept Dodge,OFF,DEF,P1,0,0,0,
Twist Arm,Adept Heavy,OFF,OFF,P1,0,2,-3,
Twist Arm,Adept Light,OFF,OFF,P1,0,2,-1,
Twist Arm,Adept Parry,OFF,DEF,P1,0,0,0,
Twist Arm,Adept Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Adept Reversal,OFF,DEF,P1,0,0,-1,
Twist Arm,Adept Tech,OFF,OFF,P1,0,1,0,
Twist Arm,Adjust Stance,OFF,OFF,P1,0,0,0,
Twist Arm,Advancing Parry,OFF,DEF,P1,0,0,0,
Twist Arm,Basic Block,OFF,DEF,P1,0,0,0,
Twist Arm,Basic Dodge,OFF,DEF,P1,0,0,0,
Twist Arm,Basic Heavy,OFF,OFF,P1,0,3,-3,
Twist Arm,Basic Light,OFF,OFF,P1,0,1,0,
Twist Arm,Basic Parry,OFF,DEF,P1,0,0,0,
Twist Arm,Basic Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Basic Reversal,OFF,DEF,P1,0,0,0,
Twist Arm,Basic Technical,OFF,OFF,P1,0,1,-1,
Twist Arm,Breakout,OFF,DEF,P1,0,0,-1,
Twist Arm,Catch,OFF,DEF,P1,0,0,0,
Twist Arm,Counter Strike,OFF,DEF,P1,0,1,0,
Twist Arm,Crushing Block,OFF,DEF,P1,0,1,0,
Twist Arm,Discombobulate,OFF,OFF,P1,0,1,0,
Twist Arm,Draining Defence,OFF,DEF,P1,0,0,0,
Twist Arm,Drop Kick,OFF,OFF,P1,0,4,0,
Twist Arm,Drop Prone,OFF,DEF,P1,0,0,0,
Twist Arm,Drop Punch,OFF,DEF,P1,0,3,0,
Twist Arm,Elbow Block,OFF,DEF,P1,0,1,0,
Twist Arm,Evading Dance,OFF,DEF,P1,0,0,-1,
Twist Arm,Final Strike,OFF,OFF,P1,0,15,0,
Twist Arm,Flying Kick,OFF,OFF,P1,0,1,-2,
Twist Arm,Go with the Flow,OFF,OFF,P1,0,0,0,
Twist Arm,Grab,OFF,OFF,P1,0,0,0,
Twist Arm,Hand Catch,OFF,DEF,P1,0,0,0,
Twist Arm,Haymaker,OFF,OFF,P1,0,2,-3,
Twist Arm,Headbutt,OFF,OFF,P1,0,0,0,
Twist Arm,100 Hand Slap,OFF,OFF,P1,0,4,-4,
Twist Arm,Immovable Stance,OFF,DEF,P1,0,0,-2,
Twist Arm,Inner Peace,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Knee Crush,OFF,OFF,P1,0,1,-4,
Twist Arm,Lariat,OFF,OFF,P1,0,3,-2,
Twist Arm,Leg Sweep,OFF,DEF,P1,0,0,0,
Twist Arm,Master Block,OFF,DEF,P1,0,0,0,
Twist Arm,Master Dodge,OFF,DEF,P1,0,0,-1,
Twist Arm,Master Heavy,OFF,OFF,P1,0,3,-3,
Twist Arm,Master Light,OFF,OFF,P1,0,2,-2,
Twist Arm,Master Parry,OFF,DEF,P1,0,0,0,
Twist Arm,Master Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Master Reversal,OFF,DEF,P1,0,0,-2,
Twist Arm,Master Tech,OFF,OFF,P1,0,2,0,
Twist Arm,One-Two,OFF,OFF,P1,0,1,-1,
Twist Arm,Overwhelming Aura,OFF,OFF,SPEED_TIE,0,5,0,
Twist Arm,Parry Follow-up,OFF,DEF,P1,0,0,0,
Twist Arm,Perfect Block,OFF,DEF,P1,0,0,0,
Twist Arm,Perfect Strike,OFF,OFF,P1,0,3,-1,
Twist Arm,Precise Strike,OFF,OFF,P1,0,1,-1,
Twist Arm,Preparation,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Prime,OFF,DEF,P1,0,0,0,
Twist Arm,Pummel,OFF,OFF,P1,0,0,-2,
Twist Arm,Push,OFF,OFF,P1,0,0,-1,
Twist Arm,Push Kick,OFF,DEF,P1,0,0,-1,
Twist Arm,Quick Dodge,OFF,DEF,P1,0,0,0,
Twist Arm,Read Defence,OFF,OFF,P1,0,0,0,
Twist Arm,Read Offence,OFF,DEF,P1,0,0,0,
Twist Arm,Redirect,OFF,DEF,P1,0,0,0,
Twist Arm,Resounding Counter,OFF,DEF,P1,0,2,-2,
Twist Arm,Resounding Parry,OFF,DEF,P1,0,0,0,
Twist Arm,Retreating Defence,OFF,DEF,P1,0,0,0,
Twist Arm,Roll Punch,OFF,OFF,P1,0,3,-3,
Twist Arm,Roundhouse Kick,OFF,OFF,P1,0,3,-2,
Twist Arm,Slapping Parry,OFF,DEF,P1,0,2,0,
Twist Arm,Slip Behind,OFF,DEF,P1,0,0,0,
Twist Arm,Step-up,OFF,OFF,SPEED_TIE,0,0,-1,
Twist Arm,Strike Back,OFF,DEF,P1,0,0,0,
Twist Arm,Suplex,OFF,OFF,P1,0,3,-3,
Twist Arm,Throw,OFF,OFF,P1,0,3,-1,
Twist Arm,Tiring Parry,OFF,DEF,P1,0,0,0,
Twist Arm,Toppling Kick,OFF,DEF,P1,0,1,0,
Twist Arm,Twist Arm,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Ultimate Barrage,OFF,OFF,P1,0,10,-10,
Twist Arm,Unassailable Stance,OFF,OFF,SPEED_TIE,0,0,0,
Twist Arm,Untouchable Dodge,OFF,DEF,P1,0,0,0,
Twist Arm,Uppercut,OFF,OFF,P1,0,0,-3,
Twist Arm,Vital Point Assault,OFF,OFF,P1,0,4,0,
Twist Arm,Vital Strike,OFF,OFF,P1,0,2,0,
Twist Arm,Weave,OFF,DEF,P1,0,0,0,
Twist Arm,Wind-up,OFF,DEF,P1,0,1,-2,
Ultimate Barrage,Active Block,OFF,DEF,P1,0,0,9,
Ultimate Barrage,Adept Block,OFF,DEF,P1,0,0,10,
Ultimate Barrage,Adept Dodge,OFF,DEF,P1,10,0,10,
Ultimate Barrage,Adept Heavy,OFF,OFF,P1,10,2,7,
Ultimate Barrage,Adept Light,OFF,OFF,SPEED_TIE,10,2,9,
Ultimate Barrage,Adept Parry,OFF,DEF,P1,10,0,9,
Ultimate Barrage,Adept Positioning,OFF,OFF,P2,10,0,10,
Ultimate Barrage,Adept Reversal,OFF,DEF,P1,10,0,9,
Ultimate Barrage,Adept Tech,OFF,OFF,P1,10,1,10,
Ultimate Barrage,Adjust Stance,OFF,OFF,SPEED_TIE,10,0,10,
Ultimate Barrage,Advancing Parry,OFF,DEF,P1,10,0,9,
Ultimate Barrage,Basic Block,OFF,DEF,P1,0,0,10,
Ultimate Barrage,Basic Dodge,OFF,DEF,P1,10,0,10,
Ultimate Barrage,Basic Heavy,OFF,OFF,P1,10,3,7,
Ultimate Barrage,Basic Light,OFF,OFF,SPEED_TIE,10,1,10,
Ultimate Barrage,Basic Parry,OFF,DEF,P1,10,0,9,
Ultimate Barrage,Basic Positioning,OFF,OFF,P2,10,0,10,
